"","Year","Grazing_Treatment","Block","Plot","Sample","Order","Family"
"3532",2022,"LG","2",21,"247","Thysanoptera","Thripidae"
"3533",2022,"LG","2",21,"248","Thysanoptera","Thripidae"
"3534",2022,"LG","2",21,"249","Thysanoptera","Thripidae"
"3535",2022,"LG","2",21,"250","Hemiptera","Cicadellidae"
"3536",2022,"LG","2",21,"251","Hemiptera","Cicadellidae"
"3537",2022,"LG","2",21,"252","Hemiptera","Cicadellidae"
"3538",2022,"LG","2",21,"253","Hemiptera","Cicadellidae"
"3539",2022,"LG","2",21,"254","Hemiptera","Cicadellidae"
"3540",2022,"LG","2",21,"255","Hemiptera","Cicadellidae"
"3541",2022,"LG","2",21,"256","Hemiptera","Cicadellidae"
"3542",2022,"LG","2",21,"257","Hemiptera","Cicadellidae"
"3543",2022,"LG","2",21,"258","Hemiptera","Cicadellidae"
"3544",2022,"LG","2",21,"259","Hemiptera","Cicadellidae"
"3545",2022,"LG","2",21,"260","Hemiptera","Cicadellidae"
"3546",2022,"LG","2",21,"261","Hemiptera","Cicadellidae"
"3547",2022,"LG","2",21,"262","Coleoptera","Coccinelliadae"
"3548",2022,"LG","2",21,"263","Coleoptera","Latridiidae"
"3549",2022,"LG","2",21,"264","Coleoptera","Coccinelliadae"
"3550",2022,"LG","2",21,"265","Araneae","Thomisidae"
"3551",2022,"LG","2",21,"266","Hemiptera","Lygaeidae"
"3552",2022,"LG","2",21,"267","Hemiptera","Lygaeidae"
"3553",2022,"LG","2",21,"268","Hemiptera","Lygaeidae"
"3554",2022,"LG","2",21,"269","Hemiptera","Lygaeidae"
"3555",2022,"LG","2",21,"270","Hemiptera","Lygaeidae"
"3556",2022,"LG","2",21,"271","Hemiptera","Lygaeidae"
"3557",2022,"LG","2",21,"272","Hemiptera","Lygaeidae"
"3558",2022,"LG","2",21,"273","Hemiptera","Lygaeidae"
"3559",2022,"LG","2",21,"274","Hymenoptera","Platygastridae"
"3560",2022,"LG","2",21,"275","Diptera","Sepsidae"
"3561",2022,"LG","2",21,"276","Diptera","Sepsidae"
"3562",2022,"LG","2",21,"277","Hymenoptera","Formicidae"
"3563",2022,"LG","2",21,"278","Diptera","Phoridae"
"3564",2022,"LG","2",21,"279","Hemiptera","Anthocoridae"
"3565",2022,"LG","2",21,"280","Thysanoptera","Thripidae"
"3566",2022,"LG","2",22,"1","Hemiptera","Lygaeidae"
"3567",2022,"LG","2",22,"2","Hemiptera","Pentatomidae"
"3568",2022,"LG","2",22,"3","Hemiptera","Cicadellidae"
"3569",2022,"LG","2",22,"4","Hemiptera","Cicadellidae"
"3570",2022,"LG","2",22,"5","Hemiptera","Cicadellidae"
"3571",2022,"LG","2",22,"6","Hemiptera","Cicadellidae"
"3572",2022,"LG","2",22,"7","Hemiptera","Lygaeidae"
"3573",2022,"LG","2",22,"8","Hemiptera","Lygaeidae"
"3574",2022,"LG","2",22,"9","Hemiptera","Lygaeidae"
"3575",2022,"LG","2",22,"10","Hemiptera","Lygaeidae"
"3576",2022,"LG","2",22,"11","Hemiptera","Lygaeidae"
"3577",2022,"LG","2",22,"12","Hemiptera","Lygaeidae"
"3578",2022,"LG","2",22,"13","Hemiptera","Lygaeidae"
"3579",2022,"LG","2",22,"14","Hemiptera","Cicadellidae"
"3580",2022,"LG","2",22,"15","Hemiptera","Lygaeidae"
"3581",2022,"LG","2",22,"16","Hemiptera","Cicadellidae"
"3582",2022,"LG","2",22,"17","Hemiptera","Lygaeidae"
"3583",2022,"LG","2",22,"18","Hemiptera","Lygaeidae"
"3584",2022,"LG","2",22,"19","Hemiptera","Lygaeidae"
"3585",2022,"LG","2",22,"20","Hemiptera","Lygaeidae"
"3586",2022,"LG","2",22,"21","Hemiptera","Lygaeidae"
"3587",2022,"LG","2",22,"22","Hemiptera","Lygaeidae"
"3588",2022,"LG","2",22,"23","Hemiptera","Cicadellidae"
"3589",2022,"LG","2",22,"24","Coleoptera","Latridiidae"
"3590",2022,"LG","2",22,"25","Diptera","Chironomidae"
"3591",2022,"LG","2",22,"26","Araneae","Thomisidae"
"3592",2022,"LG","2",22,"27","Araneae","Thomisidae"
"3593",2022,"LG","2",22,"28","Araneae","Gnaphosidae"
"3594",2022,"LG","2",22,"29","Araneae","Thomisidae"
"3595",2022,"LG","2",22,"30","Araneae","Gnaphosidae"
"3596",2022,"LG","2",22,"31","Orthoptera","Acrididae"
"3597",2022,"LG","2",22,"32","Orthoptera","Acrididae"
"3598",2022,"LG","2",23,"1","Orthoptera","Acrididae"
"3599",2022,"LG","2",23,"2","Orthoptera","Acrididae"
"3600",2022,"LG","2",23,"3","Orthoptera","Acrididae"
"3601",2022,"LG","2",23,"4","Orthoptera","Acrididae"
"3602",2022,"LG","2",23,"5","Orthoptera","Acrididae"
"3603",2022,"LG","2",23,"6","Orthoptera","Acrididae"
"3604",2022,"LG","2",23,"7","Coleoptera","Chrysomelidae"
"3605",2022,"LG","2",23,"8","Araneae","Lycosidae"
"3606",2022,"LG","2",23,"9","Araneae","Thomisidae"
"3607",2022,"LG","2",23,"10","Araneae","Thomisidae"
"3608",2022,"LG","2",23,"11","Araneae","Gnaphosidae"
"3609",2022,"LG","2",23,"12","Hymenoptera","Formicidae"
"3610",2022,"LG","2",23,"13","Hymenoptera","Formicidae"
"3611",2022,"LG","2",23,"14","Hymenoptera","Formicidae"
"3612",2022,"LG","2",23,"15","Hymenoptera","Formicidae"
"3613",2022,"LG","2",23,"16","Thysanoptera","Thripidae"
"3614",2022,"LG","2",23,"17","Diptera","Trichoceridae"
"3615",2022,"LG","2",23,"18","Araneae","Salticidae"
"3616",2022,"LG","2",23,"19","Hemiptera","Miridae"
"3617",2022,"LG","2",23,"20","Hemiptera","Nabidae"
"3618",2022,"LG","2",23,"21","Hemiptera","Cicadellidae"
"3619",2022,"LG","2",23,"22","Coleoptera","Latridiidae"
"3620",2022,"LG","2",23,"23","Hemiptera","Cicadellidae"
"3621",2022,"LG","2",23,"24","Hemiptera","Cicadellidae"
"3622",2022,"LG","2",23,"25","Diptera","Muscidae"
"3623",2022,"LG","2",23,"26","Hymenoptera","Platygastridae"
"3624",2022,"LG","2",23,"27","Hemiptera","Cicadellidae"
"3625",2022,"LG","2",23,"28","Hemiptera","Cicadellidae"
"3626",2022,"LG","2",23,"29","Hemiptera","Lygaeidae"
"3627",2022,"LG","2",23,"30","Hemiptera","Lygaeidae"
"3628",2022,"LG","2",23,"31","Hemiptera","Lygaeidae"
"3629",2022,"LG","2",23,"32","Hemiptera","Lygaeidae"
"3630",2022,"LG","2",23,"33","Hemiptera","Lygaeidae"
"3631",2022,"LG","2",23,"34","Hemiptera","Lygaeidae"
"3632",2022,"LG","2",23,"35","Hemiptera","Lygaeidae"
"3633",2022,"LG","2",23,"36","Hemiptera","Lygaeidae"
"3634",2022,"LG","2",23,"37","Hemiptera","Lygaeidae"
"3635",2022,"LG","2",23,"38","Hemiptera","Lygaeidae"
"3636",2022,"LG","2",23,"39","Hemiptera","Lygaeidae"
"3637",2022,"LG","2",23,"40","Hemiptera","Lygaeidae"
"3638",2022,"LG","2",23,"41","Hemiptera","Lygaeidae"
"3639",2022,"LG","2",23,"42","Hemiptera","Lygaeidae"
"3640",2022,"LG","2",23,"43","Hemiptera","Lygaeidae"
"3641",2022,"LG","2",23,"44","Hemiptera","Lygaeidae"
"3642",2022,"LG","2",23,"45","Hemiptera","Lygaeidae"
"3643",2022,"LG","2",23,"46","Hemiptera","Lygaeidae"
"3644",2022,"LG","2",23,"47","Hemiptera","Lygaeidae"
"3645",2022,"LG","2",23,"48","Hemiptera","Lygaeidae"
"3646",2022,"LG","2",23,"49","Hemiptera","Lygaeidae"
"3647",2022,"LG","2",23,"50","Hemiptera","Lygaeidae"
"3648",2022,"LG","2",23,"51","Hemiptera","Lygaeidae"
"3649",2022,"LG","2",23,"52","Hemiptera","Lygaeidae"
"3650",2022,"LG","2",23,"53","Hemiptera","Lygaeidae"
"3651",2022,"LG","2",23,"54","Hemiptera","Lygaeidae"
"3652",2022,"LG","2",23,"55","Hemiptera","Lygaeidae"
"3653",2022,"LG","2",23,"56","Hemiptera","Lygaeidae"
"3654",2022,"LG","2",23,"57","Hemiptera","Lygaeidae"
"3655",2022,"LG","2",23,"58","Hemiptera","Lygaeidae"
"3656",2022,"LG","2",23,"59","Hemiptera","Lygaeidae"
"3657",2022,"LG","2",23,"60","Hemiptera","Lygaeidae"
"3658",2022,"LG","2",23,"61","Hemiptera","Lygaeidae"
"3659",2022,"LG","2",23,"62","Hemiptera","Lygaeidae"
"3660",2022,"LG","2",23,"63","Hemiptera","Lygaeidae"
"3661",2022,"LG","2",23,"64","Hemiptera","Lygaeidae"
"3662",2022,"LG","2",23,"65","Hemiptera","Lygaeidae"
"3663",2022,"LG","2",23,"66","Hemiptera","Lygaeidae"
"3664",2022,"LG","2",23,"67","Hemiptera","Lygaeidae"
"3665",2022,"LG","2",23,"68","Hemiptera","Lygaeidae"
"3666",2022,"LG","2",23,"69","Hemiptera","Lygaeidae"
"3667",2022,"LG","2",23,"70","Hemiptera","Lygaeidae"
"3668",2022,"LG","2",23,"71","Hemiptera","Lygaeidae"
"3669",2022,"LG","2",23,"72","Hemiptera","Lygaeidae"
"3670",2022,"LG","2",23,"73","Hemiptera","Lygaeidae"
"3671",2022,"LG","2",23,"74","Hemiptera","Lygaeidae"
"3672",2022,"LG","2",23,"75","Hemiptera","Lygaeidae"
"3673",2022,"LG","2",23,"76","Hemiptera","Lygaeidae"
"3674",2022,"LG","2",23,"77","Hemiptera","Lygaeidae"
"3675",2022,"LG","2",23,"78","Hemiptera","Lygaeidae"
"3676",2022,"LG","2",23,"79","Hemiptera","Lygaeidae"
"3677",2022,"LG","2",23,"80","Hemiptera","Lygaeidae"
"3678",2022,"LG","2",23,"81","Hemiptera","Lygaeidae"
"3679",2022,"LG","2",23,"82","Hemiptera","Lygaeidae"
"3680",2022,"LG","2",23,"83","Hemiptera","Lygaeidae"
"3681",2022,"LG","2",23,"84","Hemiptera","Lygaeidae"
"3682",2022,"LG","2",23,"85","Hemiptera","Lygaeidae"
"3683",2022,"LG","2",23,"86","Hemiptera","Lygaeidae"
"3684",2022,"LG","2",23,"87","Hemiptera","Lygaeidae"
"3685",2022,"LG","2",23,"88","Hemiptera","Lygaeidae"
"3686",2022,"LG","2",23,"89","Hemiptera","Lygaeidae"
"3687",2022,"LG","2",23,"90","Hemiptera","Lygaeidae"
"3688",2022,"LG","2",23,"91","Hemiptera","Lygaeidae"
"3689",2022,"LG","2",23,"92","Hemiptera","Lygaeidae"
"3690",2022,"LG","2",23,"93","Hemiptera","Lygaeidae"
"3691",2022,"LG","2",23,"94","Hemiptera","Lygaeidae"
"3692",2022,"LG","2",23,"95","Hemiptera","Lygaeidae"
"3693",2022,"LG","2",23,"96","Hemiptera","Lygaeidae"
"3694",2022,"LG","2",23,"97","Hemiptera","Lygaeidae"
"3695",2022,"LG","2",23,"98","Hemiptera","Lygaeidae"
"3696",2022,"LG","2",23,"99","Hemiptera","Lygaeidae"
"3697",2022,"LG","2",23,"100","Hemiptera","Lygaeidae"
"3698",2022,"LG","2",23,"101","Hemiptera","Lygaeidae"
"3699",2022,"LG","2",23,"102","Hemiptera","Lygaeidae"
"3700",2022,"LG","2",23,"103","Hemiptera","Lygaeidae"
"3701",2022,"LG","2",23,"104","Hemiptera","Lygaeidae"
"3702",2022,"LG","2",23,"105","Hemiptera","Lygaeidae"
"3703",2022,"LG","2",23,"106","Hemiptera","Lygaeidae"
"3704",2022,"LG","2",23,"107","Hemiptera","Lygaeidae"
"3705",2022,"LG","2",23,"108","Hemiptera","Lygaeidae"
"3706",2022,"LG","2",23,"109","Hemiptera","Lygaeidae"
"3707",2022,"LG","2",23,"110","Hemiptera","Lygaeidae"
"3708",2022,"LG","2",23,"111","Hemiptera","Lygaeidae"
"3709",2022,"LG","2",24,"1","Orthoptera","Acrididae"
"3710",2022,"LG","2",24,"2","Orthoptera","Acrididae"
"3711",2022,"LG","2",24,"3","Orthoptera","Acrididae"
"3712",2022,"LG","2",24,"4","Orthoptera","Acrididae"
"3713",2022,"LG","2",24,"5","Orthoptera","Acrididae"
"3714",2022,"LG","2",24,"6","Orthoptera","Acrididae"
"3715",2022,"LG","2",24,"7","Coleoptera","Coccinelliadae"
"3716",2022,"LG","2",24,"8","Araneae","Thomisidae"
"3717",2022,"LG","2",24,"9","Hemiptera","Miridae"
"3718",2022,"LG","2",24,"10","Hymenoptera","Platygastridae"
"3719",2022,"LG","2",24,"11","Hymenoptera","Formicidae"
"3720",2022,"LG","2",24,"12","Hymenoptera","Formicidae"
"3721",2022,"LG","2",24,"13","Araneae","Thomisidae"
"3722",2022,"LG","2",24,"14","Araneae","Thomisidae"
"3723",2022,"LG","2",24,"15","Coleoptera","Chrysomelidae"
"3724",2022,"LG","2",24,"16","Coleoptera","Scarabaeidae"
"3725",2022,"LG","2",24,"17","Coleoptera","Scarabaeidae"
"3726",2022,"LG","2",24,"18","Diptera","Muscidae"
"3727",2022,"LG","2",24,"19","Diptera","Chironomidae"
"3728",2022,"LG","2",24,"20","Diptera","Chloropidae"
"3729",2022,"LG","2",24,"21","Hymenoptera","Formicidae"
"3730",2022,"LG","2",24,"22","Hymenoptera","Formicidae"
"3731",2022,"LG","2",24,"23","Hymenoptera","Formicidae"
"3732",2022,"LG","2",24,"24","Hymenoptera","Formicidae"
"3733",2022,"LG","2",24,"25","Hymenoptera","Formicidae"
"3734",2022,"LG","2",24,"26","Hymenoptera","Formicidae"
"3735",2022,"LG","2",24,"27","Hymenoptera","Formicidae"
"3736",2022,"LG","2",24,"28","Hymenoptera","Formicidae"
"3737",2022,"LG","2",24,"29","Hymenoptera","Formicidae"
"3738",2022,"LG","2",24,"30","Hymenoptera","Formicidae"
"3739",2022,"LG","2",24,"31","Hemiptera","Lygaeidae"
"3740",2022,"LG","2",24,"32","Hemiptera","Lygaeidae"
"3741",2022,"LG","2",24,"33","Hemiptera","Lygaeidae"
"3742",2022,"LG","2",24,"34","Hemiptera","Lygaeidae"
"3743",2022,"LG","2",24,"35","Hemiptera","Lygaeidae"
"3744",2022,"LG","2",24,"36","Hemiptera","Lygaeidae"
"3745",2022,"LG","2",24,"37","Hemiptera","Lygaeidae"
"3746",2022,"LG","2",24,"38","Hemiptera","Lygaeidae"
"3747",2022,"LG","2",24,"39","Hemiptera","Lygaeidae"
"3748",2022,"LG","2",24,"40","Hemiptera","Lygaeidae"
"3749",2022,"LG","2",24,"41","Hemiptera","Lygaeidae"
"3750",2022,"LG","2",24,"42","Hemiptera","Lygaeidae"
"3751",2022,"LG","2",24,"43","Hemiptera","Lygaeidae"
"3752",2022,"LG","2",24,"44","Hemiptera","Lygaeidae"
"3753",2022,"LG","2",24,"45","Hemiptera","Lygaeidae"
"3754",2022,"LG","2",24,"46","Hemiptera","Lygaeidae"
"3755",2022,"LG","2",24,"47","Hemiptera","Lygaeidae"
"3756",2022,"LG","2",24,"48","Hemiptera","Lygaeidae"
"3757",2022,"LG","2",24,"49","Hemiptera","Lygaeidae"
"3758",2022,"LG","2",24,"50","Hemiptera","Lygaeidae"
"3759",2022,"LG","2",24,"51","Hemiptera","Lygaeidae"
"3760",2022,"LG","2",24,"52","Hemiptera","Lygaeidae"
"3761",2022,"LG","2",24,"53","Hemiptera","Lygaeidae"
"3762",2022,"LG","2",24,"54","Hemiptera","Lygaeidae"
"3763",2022,"LG","2",24,"55","Hemiptera","Lygaeidae"
"3764",2022,"LG","2",24,"56","Hemiptera","Lygaeidae"
"3765",2022,"LG","2",24,"57","Hemiptera","Lygaeidae"
"3766",2022,"LG","2",24,"58","Hemiptera","Lygaeidae"
"3767",2022,"LG","2",24,"59","Hemiptera","Lygaeidae"
"3768",2022,"LG","2",24,"60","Hemiptera","Lygaeidae"
"3769",2022,"LG","2",24,"61","Hemiptera","Lygaeidae"
"3770",2022,"LG","2",24,"62","Hemiptera","Lygaeidae"
"3771",2022,"LG","2",24,"63","Hemiptera","Lygaeidae"
"3772",2022,"LG","2",24,"64","Hemiptera","Lygaeidae"
"3773",2022,"LG","2",24,"65","Hemiptera","Lygaeidae"
"3774",2022,"LG","2",24,"66","Hemiptera","Lygaeidae"
"3775",2022,"LG","2",24,"67","Hemiptera","Lygaeidae"
"3776",2022,"LG","2",24,"68","Hemiptera","Lygaeidae"
"3777",2022,"LG","2",24,"69","Hemiptera","Lygaeidae"
"3778",2022,"LG","2",24,"70","Hemiptera","Lygaeidae"
"3779",2022,"LG","2",24,"71","Hemiptera","Lygaeidae"
"3780",2022,"LG","2",24,"72","Hemiptera","Lygaeidae"
"3781",2022,"LG","2",24,"73","Hemiptera","Lygaeidae"
"3782",2022,"LG","2",24,"74","Hemiptera","Lygaeidae"
"3783",2022,"LG","2",24,"75","Hemiptera","Lygaeidae"
"3784",2022,"LG","2",24,"76","Hemiptera","Lygaeidae"
"3785",2022,"LG","2",24,"77","Hemiptera","Lygaeidae"
"3786",2022,"LG","2",24,"78","Hemiptera","Lygaeidae"
"3787",2022,"LG","2",24,"79","Hemiptera","Lygaeidae"
"3788",2022,"LG","2",24,"80","Hemiptera","Lygaeidae"
"3789",2022,"LG","2",24,"81","Hemiptera","Lygaeidae"
"3790",2022,"LG","2",24,"82","Hemiptera","Lygaeidae"
"3791",2022,"LG","2",24,"83","Hemiptera","Lygaeidae"
"3792",2022,"LG","2",24,"84","Hemiptera","Lygaeidae"
"3793",2022,"LG","2",24,"85","Hemiptera","Lygaeidae"
"3794",2022,"LG","2",24,"86","Hemiptera","Lygaeidae"
"3795",2022,"LG","2",24,"87","Hemiptera","Lygaeidae"
"3796",2022,"LG","2",24,"88","Hemiptera","Lygaeidae"
"3797",2022,"LG","2",24,"89","Hemiptera","Lygaeidae"
"3798",2022,"LG","2",24,"90","Hemiptera","Lygaeidae"
"3799",2022,"LG","2",24,"91","Hemiptera","Lygaeidae"
"3800",2022,"LG","2",24,"92","Hemiptera","Lygaeidae"
"3801",2022,"LG","2",24,"93","Hemiptera","Lygaeidae"
"3802",2022,"LG","2",24,"94","Hemiptera","Lygaeidae"
"3803",2022,"LG","2",24,"95","Hemiptera","Lygaeidae"
"3804",2022,"LG","2",24,"96","Hemiptera","Lygaeidae"
"3805",2022,"LG","2",24,"97","Hemiptera","Lygaeidae"
"3806",2022,"LG","2",24,"98","Hemiptera","Lygaeidae"
"3807",2022,"LG","2",24,"99","Hemiptera","Lygaeidae"
"3808",2022,"LG","2",24,"100","Hemiptera","Lygaeidae"
"3809",2022,"LG","2",24,"101","Hemiptera","Lygaeidae"
"3810",2022,"LG","2",24,"102","Hemiptera","Lygaeidae"
"3811",2022,"LG","2",24,"103","Hemiptera","Lygaeidae"
"3812",2022,"LG","2",24,"104","Hemiptera","Lygaeidae"
"3813",2022,"LG","2",24,"105","Hemiptera","Lygaeidae"
"3814",2022,"LG","2",24,"106","Hemiptera","Lygaeidae"
"3815",2022,"LG","2",24,"107","Hemiptera","Lygaeidae"
"3816",2022,"LG","2",24,"108","Hemiptera","Lygaeidae"
"3817",2022,"LG","2",24,"109","Hemiptera","Cicadellidae"
"3818",2022,"LG","2",24,"110","Hemiptera","Cicadellidae"
"3819",2022,"LG","2",24,"111","Hemiptera","Cicadellidae"
"3820",2022,"LG","2",24,"112","Hemiptera","Cicadellidae"
"3821",2022,"LG","2",24,"113","Hemiptera","Cicadellidae"
"3822",2022,"LG","2",24,"114","Hemiptera","Cicadellidae"
"3823",2022,"LG","2",24,"115","Hemiptera","Cicadellidae"
"3824",2022,"LG","2",24,"116","Hemiptera","Cicadellidae"
"3825",2022,"LG","2",24,"117","Hemiptera","Cicadellidae"
"3826",2022,"LG","2",24,"118","Hemiptera","Cicadellidae"
"3827",2022,"LG","2",24,"119","Hemiptera","Cicadellidae"
"3828",2022,"LG","2",24,"120","Hemiptera","Cicadellidae"
"3829",2022,"LG","2",24,"121","Hemiptera","Cicadellidae"
"3830",2022,"LG","2",24,"122","Hemiptera","Cicadellidae"
"3831",2022,"LG","2",24,"123","Hemiptera","Cicadellidae"
"3832",2022,"LG","2",24,"124","Araneae","Lycosidae"
"3833",2022,"HG","2",26,"1","Orthoptera","Acrididae"
"3834",2022,"HG","2",26,"2","Orthoptera","Acrididae"
"3835",2022,"HG","2",26,"3","Orthoptera","Acrididae"
"3836",2022,"HG","2",26,"4","Orthoptera","Acrididae"
"3837",2022,"HG","2",26,"5","Orthoptera","Acrididae"
"3838",2022,"HG","2",26,"6","Orthoptera","Acrididae"
"3839",2022,"HG","2",26,"7","Orthoptera","Acrididae"
"3840",2022,"HG","2",26,"8","Orthoptera","Acrididae"
"3841",2022,"HG","2",26,"9","Diptera","Muscidae"
"3842",2022,"HG","2",26,"10","Diptera","Trichoceridae"
"3843",2022,"HG","2",26,"11","Coleoptera","Coccinelliadae"
"3844",2022,"HG","2",26,"12","Coleoptera","Coccinelliadae"
"3845",2022,"HG","2",26,"13","Araneae","Salticidae"
"3846",2022,"HG","2",26,"14","Araneae","Thomisidae"
"3847",2022,"HG","2",26,"15","Hymenoptera","Eulophidae"
"3848",2022,"HG","2",26,"16","Hymenoptera","Eulophidae"
"3849",2022,"HG","2",26,"17","Hymenoptera","Formicidae"
"3850",2022,"HG","2",26,"18","Hymenoptera","Formicidae"
"3851",2022,"HG","2",26,"19","Hemiptera","Pentatomidae"
"3852",2022,"HG","2",26,"20","Hemiptera","Cicadellidae"
"3853",2022,"HG","2",26,"21","Hemiptera","Cicadellidae"
"3854",2022,"HG","2",26,"22","Hemiptera","Lygaeidae"
"3855",2022,"HG","2",26,"23","Hemiptera","Lygaeidae"
"3856",2022,"HG","2",26,"24","Hemiptera","Lygaeidae"
"3857",2022,"HG","2",26,"25","Hemiptera","Lygaeidae"
"3858",2022,"HG","2",26,"26","Hemiptera","Lygaeidae"
"3859",2022,"HG","2",26,"27","Hemiptera","Lygaeidae"
"3860",2022,"HG","2",26,"28","Hemiptera","Lygaeidae"
"3861",2022,"HG","2",26,"29","Hemiptera","Lygaeidae"
"3862",2022,"HG","2",26,"30","Hemiptera","Lygaeidae"
"3863",2022,"HG","2",26,"31","Hemiptera","Lygaeidae"
"3864",2022,"HG","2",26,"32","Hemiptera","Lygaeidae"
"3865",2022,"HG","2",26,"33","Hemiptera","Lygaeidae"
"3866",2022,"HG","2",26,"34","Hemiptera","Lygaeidae"
"3867",2022,"HG","2",26,"35","Hemiptera","Lygaeidae"
"3868",2022,"HG","2",26,"36","Hemiptera","Lygaeidae"
"3869",2022,"HG","2",26,"37","Hemiptera","Lygaeidae"
"3870",2022,"HG","2",26,"38","Hemiptera","Lygaeidae"
"3871",2022,"HG","2",26,"39","Hemiptera","Lygaeidae"
"3872",2022,"HG","2",26,"40","Hemiptera","Lygaeidae"
"3873",2022,"HG","2",26,"41","Hemiptera","Lygaeidae"
"3874",2022,"HG","2",26,"42","Hemiptera","Lygaeidae"
"3875",2022,"HG","2",26,"43","Hemiptera","Lygaeidae"
"3876",2022,"HG","2",26,"44","Hemiptera","Lygaeidae"
"3877",2022,"HG","2",26,"45","Hemiptera","Lygaeidae"
"3878",2022,"HG","2",26,"46","Hemiptera","Lygaeidae"
"3879",2022,"HG","2",26,"47","Hemiptera","Lygaeidae"
"3880",2022,"HG","2",26,"48","Hemiptera","Lygaeidae"
"3881",2022,"HG","2",26,"49","Hemiptera","Lygaeidae"
"3882",2022,"HG","2",26,"50","Hemiptera","Lygaeidae"
"3883",2022,"HG","2",26,"51","Hemiptera","Lygaeidae"
"3884",2022,"HG","2",26,"52","Hemiptera","Lygaeidae"
"3885",2022,"NG","3",31,"1","Hemiptera","Nabidae"
"3886",2022,"NG","3",31,"2","Hemiptera","Cicadellidae"
"3887",2022,"NG","3",31,"3","Hemiptera","Lygaeidae"
"3888",2022,"NG","3",31,"4","Coleoptera","Coccinelliadae"
"3889",2022,"NG","3",31,"5","Diptera","Sepsidae"
"3890",2022,"NG","3",31,"6","Araneae","Thomisidae"
"3891",2022,"NG","3",31,"7","Araneae","Thomisidae"
"3892",2022,"NG","3",31,"8","Araneae","Thomisidae"
"3893",2022,"NG","3",31,"9","Orthoptera","Acrididae"
"3894",2022,"NG","3",31,"10","Diptera","Ulidiidae"
"3895",2022,"NG","3",31,"11","Hemiptera","Lygaeidae"
"3896",2022,"NG","3",31,"12","Hemiptera","Lygaeidae"
"3897",2022,"NG","3",31,"13","Hemiptera","Lygaeidae"
"3898",2022,"NG","3",31,"14","Hemiptera","Lygaeidae"
"3899",2022,"NG","3",31,"15","Hemiptera","Lygaeidae"
"3900",2022,"NG","3",31,"16","Diptera","Agromyzidae"
"3901",2022,"HG","1",13,"1","Orthoptera","Acrididae"
"3902",2022,"HG","1",13,"2","Orthoptera","Acrididae"
"3903",2022,"HG","1",13,"3","Orthoptera","Acrididae"
"3904",2022,"HG","1",13,"4","Orthoptera","Acrididae"
"3905",2022,"HG","1",13,"5","Hemiptera","Cicadellidae"
"3906",2022,"HG","1",13,"6","Hemiptera","Cicadellidae"
"3907",2022,"HG","1",13,"7","Hymenoptera","Platygastridae"
"3908",2022,"HG","1",13,"8","Araneae","Salticidae"
"3909",2022,"HG","1",13,"9","Hemiptera","Cicadellidae"
"3910",2022,"HG","1",13,"10","Hemiptera","Cicadellidae"
"3911",2022,"HG","1",13,"11","Araneae","Thomisidae"
"3912",2022,"NG","3",33,"1","Orthoptera","Acrididae"
"3913",2022,"NG","3",33,"2","Orthoptera","Acrididae"
"3914",2022,"NG","3",33,"3","Orthoptera","Acrididae"
"3915",2022,"NG","3",33,"4","Orthoptera","Acrididae"
"3916",2022,"NG","3",33,"5","Orthoptera","Acrididae"
"3917",2022,"NG","3",33,"6","Orthoptera","Acrididae"
"3918",2022,"NG","3",33,"7","Orthoptera","Acrididae"
"3919",2022,"NG","3",33,"8","Orthoptera","Acrididae"
"3920",2022,"NG","3",33,"9","Hemiptera","Cicadellidae"
"3921",2022,"NG","3",33,"10","Hemiptera","Cicadellidae"
"3922",2022,"NG","3",33,"11","Hemiptera","Cicadellidae"
"3923",2022,"NG","3",33,"12","Hemiptera","Cicadellidae"
"3924",2022,"NG","3",33,"13","Hemiptera","Lygaeidae"
"3925",2022,"NG","3",33,"14","Hemiptera","Lygaeidae"
"3926",2022,"NG","3",33,"15","Hemiptera","Lygaeidae"
"3927",2022,"NG","3",33,"16","Hemiptera","Lygaeidae"
"3928",2022,"NG","3",33,"17","Hemiptera","Lygaeidae"
"3929",2022,"NG","3",33,"18","Hemiptera","Lygaeidae"
"3930",2022,"NG","3",33,"19","Hemiptera","Lygaeidae"
"3931",2022,"NG","3",33,"20","Hemiptera","Lygaeidae"
"3932",2022,"NG","3",33,"21","Hemiptera","Lygaeidae"
"3933",2022,"NG","3",33,"22","Araneae","Thomisidae"
"3934",2022,"LG","2",25,"1","Orthoptera","Acrididae"
"3935",2022,"LG","2",25,"2","Orthoptera","Acrididae"
"3936",2022,"LG","2",25,"3","Orthoptera","Acrididae"
"3937",2022,"LG","2",25,"4","Orthoptera","Acrididae"
"3938",2022,"LG","2",25,"5","Orthoptera","Acrididae"
"3939",2022,"LG","2",25,"6","Orthoptera","Acrididae"
"3940",2022,"LG","2",25,"7","Orthoptera","Acrididae"
"3941",2022,"LG","2",25,"8","Orthoptera","Acrididae"
"3942",2022,"LG","2",25,"9","Orthoptera","Acrididae"
"3943",2022,"LG","2",25,"10","Orthoptera","Acrididae"
"3944",2022,"LG","2",25,"11","Orthoptera","Acrididae"
"3945",2022,"LG","2",25,"12","Hemiptera","Miridae"
"3946",2022,"LG","2",25,"13","Hemiptera","Miridae"
"3947",2022,"LG","2",25,"14","Hemiptera","Cicadellidae"
"3948",2022,"LG","2",25,"15","Hemiptera","Cicadellidae"
