Year,Grazing_Treatment,Block,Plot,Original_Plot,Sample,Class,Order,Family,Genus,Species,Notes,IDer,Date
2020,HG,B2,28,3,28,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,29,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,29,4,1,Insecta,Orthoptera,Acrididae,Melanoplus,confusus,,WM,3/10/21
2020,HG,B2,29,4,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,3/10/21
2020,HG,B2,29,4,3,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,3/10/21
2020,HG,B2,29,4,4,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,3/10/21
2020,HG,B2,29,4,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,3/10/21
2020,HG,B2,29,4,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,3/10/21
2020,HG,B2,29,4,7,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,3/10/21
2020,HG,B2,29,4,8,Insecta,Orthoptera,Acrididae,Melanoplus,unknown,Melanoplus,WM,3/10/21
2020,HG,B2,29,4,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,3/10/21
2020,HG,B2,29,4,NA,NA,NA,NA,NA,NA,Body Parts,WM,3/10/21
2020,HG,B2,29,4,10,Insecta,Hymenoptera,Formicidae,NA,NA,,WM,3/10/21
2020,HG,B2,29,4,11,Insecta,Diptera,Agromyzidae,NA,NA,,WM,3/10/21
2020,HG,B2,29,4,12,Insecta,Diptera,Platygastridae,NA,NA,,WM,3/10/21
2020,HG,B2,30,5,1,NA,Unknown,NA,NA,NA,unknown,KB,4/6/21
2020,HG,B2,30,5,2,Insecta,Hymenoptera,Formicidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,3,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,12,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,KB,4/6/21
2020,HG,B2,30,5,13,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,KB,4/6/21
2020,HG,B2,30,5,14,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,KB,4/6/21
2020,HG,B2,30,5,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,16,Insecta,Hymenoptera,Formicidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,17,Insecta,Diptera,Agromyzidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,18,Insecta,Coleoptera,Curculionidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,21,Insecta,Coleoptera,Curculionidae,NA,NA,,KB,4/6/21
2020,HG,B2,30,5,22,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,4/6/21
2020,HG,B2,30,5,23,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,4/6/21
2020,HG,B2,30,5,24,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,4/6/21
2020,HG,B2,30,5,25,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,4/6/21
2020,HG,B2,30,5,26,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,4/6/21
2020,HG,B2,30,5,27,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,4/6/21
2020,HG,B2,30,5,28,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,4/6/21
2020,HG,B2,30,5,29,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,KB,4/6/21
2020,HG,B2,30,5,30,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,4/6/21
2020,NG,B3,31,1,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/26/21
2020,NG,B3,31,1,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/26/21
2020,NG,B3,31,1,3,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,KB,1/26/21
2020,NG,B3,31,1,4,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,1/26/21
2020,NG,B3,31,1,5,Insecta,Orthoptera,Acrididae,Eritettix,simplex,,KB,1/26/21
2020,NG,B3,31,1,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,12,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,13,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,14,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,21,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,22,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,23,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,24,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,25,Insecta,Hemiptera,Cicadellidae,NA,NA,Leafhopper parts,KB,1/26/21
2020,NG,B3,31,1,26,Arachnida,Araneae,Lycosidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,27,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,28,Arachnida,Araneae,Salticide,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,29,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,30,Insecta,Araneae,Thomisidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,31,Insecta,Araneae,Thomisidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,32,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,33,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,34,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,35,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/26/21
2020,NG,B3,31,1,36,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,1/26/21
2020,NG,B3,32,2,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,32,2,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,32,2,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,32,2,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,32,2,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,32,2,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,very uncertain,WM,5/12/21
2020,NG,B3,32,2,7,Insecta,Orthoptera,Tettigoniidae,NA,NA,katydid: very long legs,WM,5/12/21
2020,NG,B3,32,2,NA,NA,NA,NA,NA,NA,Body Parts,WM,5/12/21
2020,NG,B3,32,2,8,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,5/12/21
2020,NG,B3,32,2,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/12/21
2020,NG,B3,32,2,10,Insecta,Coleoptera,Latridiidae,NA,NA,,WM,5/12/21
2020,NG,B3,32,2,11,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,5/12/21
2020,NG,B3,32,2,12,Insecta,Hymenoptera,Formicidae,NA,NA,,WM,5/12/21
2020,NG,B3,32,2,13,Insecta,Hymenoptera,Pompilidae,NA,NA,or Sphecidae,WM,5/12/21
2020,NG,B3,33,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,NG,B3,33,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,NG,B3,33,3,3,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/19/21
2020,NG,B3,33,3,4,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/19/21
2020,NG,B3,33,3,5,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/19/21
2020,NG,B3,33,3,6,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/19/21
2020,NG,B3,33,3,NA,NA,NA,NA,NA,NA,Body Parts,WM,5/19/21
2020,NG,B3,33,3,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/19/21
2020,NG,B3,33,3,8,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,5/19/21
2020,NG,B3,33,3,9,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,5/19/21
2020,NG,B3,33,3,10,Arachnida,Araneae,Salticide,NA,NA,,WM,5/19/21
2020,NG,B3,33,3,11,Insecta,Hymenoptera,Platygastridae,NA,NA,,WM,5/19/21
2020,NG,B3,33,3,12,Insecta,Hemiptera,Lygacidae,NA,NA,definitely Hemiptera,WM,5/19/21
2020,NG,B3,34,4,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,34,4,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,34,4,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/12/21
2020,NG,B3,34,4,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/12/21
2020,NG,B3,34,4,5,Insecta,Coleoptera,Latridiidae,NA,NA,,WM,5/12/21
2020,NG,B3,34,4,6,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,5/12/21
2020,NG,B3,34,4,7,Insecta,NA,NA,NA,NA,unknown,WM,5/12/21
2020,NG,B3,34,4,NA,Insecta,NA,NA,NA,NA,Body Parts,WM,5/12/21
2020,NG,B3,35,5,1,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,NG,B3,35,5,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,NG,B3,35,5,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,NG,B3,35,5,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,NG,B3,35,5,5,Insecta,Orthoptera,Acrididae,Arphia,pseudonietana,unsure,KB,2/24/21
2020,NG,B3,35,5,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,12,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,13,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,14,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,21,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,22,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,23,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,24,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,25,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,26,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,27,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,NG,B3,35,5,28,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,29,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,30,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,31,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,32,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,33,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,34,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,35,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,36,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,37,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,38,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,39,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,40,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,41,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,42,Insecta,Coleoptera,Curculionidae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,43,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,44,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,45,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,46,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,3/10/21
2020,NG,B3,35,5,47,Arachnida,Araneae,Lycosidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,48,Arachnida,Araneae,Lycosidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,49,Arachnida,Araneae,Lycosidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,50,Arachnida,Araneae,Thomisidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,51,Arachnida,Araneae,Thomisidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,52,Arachnida,Araneae,Thomisidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,53,Arachnida,Araneae,Lycosidae,NA,NA,,KB,3/17/21
2020,NG,B3,35,5,54,Insecta,Diptera,Asilidae,NA,NA,,KB,3/17/21
2020,LG,B3,36,1,1,Insecta,Hemiptera,Pentatomidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,2,Insecta,Hemiptera,Pentatomidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,3,Insecta,Hemiptera,Pentatomidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,4,Insecta,Hemiptera,Pentatomidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,5,Insecta,Hemiptera,Pentatomidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,9,Arachnida,Araneae,Salticide,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,10,Insecta,Hemiptera,Scutelleridae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,11,Insecta,Coleoptera,Curculionidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,12,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,1/29/21
2020,LG,B3,36,1,13,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,JB,1/29/21
2020,LG,B3,36,1,14,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,JB,1/29/21
2020,LG,B3,36,1,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,16,Insecta,Hemiptera,Pentatomidae,NA,NA,1/2 insect,JB,1/29/21
2020,LG,B3,36,1,17,Insecta,Coleoptera,Curculionidae,NA,NA,,JB,1/29/21
2020,LG,B3,36,1,18,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,1/29/21
2020,LG,B3,36,1,19,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,1/29/21
2020,LG,B3,36,1,20,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,small with big head,JB,1/29/21
2020,LG,B3,36,1,21,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,small with big head,JB,1/29/21
2020,LG,B3,36,1,22,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,small with big head,JB,1/29/21
2020,LG,B3,36,1,24,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,JB,1/29/21
2020,LG,B3,37,2,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,LG,B3,37,2,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,LG,B3,37,2,3,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/19/21
2020,LG,B3,37,2,4,Insecta,Orthoptera,Acrididae,Arphia,pseudonietana,,WM,5/19/21
2020,LG,B3,37,2,NA,NA,NA,NA,NA,NA,Body Parts,WM,5/19/21
2020,LG,B3,37,2,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/19/21
2020,LG,B3,37,2,6,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,5/19/21
2020,LG,B3,37,2,7,Insecta,Diptera,Agromyzidae,NA,NA,,WM,5/19/21
2020,LG,B3,37,2,8,Insecta,Hymenoptera,Formicidae,NA,NA,,WM,5/19/21
2020,LG,B3,38,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,7,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KB,2/24/21
2020,LG,B3,38,3,8,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,9,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,10,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,LG,B3,38,3,11,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,LG,B3,38,3,12,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,LG,B3,38,3,13,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,LG,B3,38,3,14,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/24/21
2020,LG,B3,38,3,15,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,LG,B3,38,3,16,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,2/24/21
2020,LG,B3,38,3,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,18,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,21,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,22,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KB,2/24/21
2020,LG,B3,38,3,23,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KB,2/24/21
2020,LG,B3,38,3,24,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KB,2/24/21
2020,LG,B3,38,3,25,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,26,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,27,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,28,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,29,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,30,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,31,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,32,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,33,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,34,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,35,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,36,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,37,Insecta,Coleoptera,Chrysomelidae,NA,NA,no head,KB,2/24/21
2020,LG,B3,38,3,38,Arachnida,Araneae,Salticide,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,39,Arachnida,Araneae,Lycosidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,40,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,41,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/24/21
2020,LG,B3,38,3,42,Insecta,Orthoptera,Acrididae,Eritettix,simplex,,KB,2/24/21
2020,LG,B3,39,4,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/11/21
2020,LG,B3,39,4,2,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/11/21
2020,LG,B3,39,4,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/11/21
2020,LG,B3,39,4,4,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/11/21
2020,LG,B3,39,4,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/11/21
2020,LG,B3,39,4,6,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/11/21
2020,LG,B3,39,4,10,Insecta,Hemiptera,Pentatomidae,NA,NA,different kind,WM,5/12/21
2020,LG,B3,39,4,11,Arachnida,Araneae,Thomisidae,NA,NA,,WM,5/12/21
2020,LG,B3,39,4,NA,NA,NA,NA,NA,NA,Body Parts,WM,5/11/21
2020,LG,B3,39,4,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/11/21
2020,LG,B3,39,4,8,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,5/11/21
2020,LG,B3,39,4,9,Insecta,Coleoptera,Latridiidae,NA,NA,,WM,5/11/21
2020,LG,B3,40,5,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,LG,B3,40,5,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,LG,B3,40,5,3,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/19/21
2020,LG,B3,40,5,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,LG,B3,40,5,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/19/21
2020,LG,B3,40,5,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,broken,WM,5/19/21
2020,LG,B3,40,5,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/19/21
